# NFL spread data
('2013-12-01T21:05:00.000000', u'SF', u'LAR', 10.0)
('2013-12-01T21:25:00.000000', u'KC', u'DEN', -7.0)
('2013-12-01T21:25:00.000000', u'LAC', u'CIN', -7.0)
('2013-12-02T01:30:00.000000', u'WAS', u'NYG', -7.0)
('2013-12-03T01:40:00.000000', u'SEA', u'NO', 27.0)
('2013-12-06T01:25:00.000000', u'JAC', u'HOU', 7.0)
('2013-12-08T18:00:00.000000', u'BAL', u'MIN', 3.0)
('2013-12-08T18:00:00.000000', u'CIN', u'IND', 14.0)
('2013-12-08T18:00:00.000000', u'GB', u'ATL', 1.0)
('2013-12-08T18:00:00.000000', u'NE', u'CLE', 1.0)
('2013-12-08T18:00:00.000000', u'NYJ', u'OAK', 10.0)
('2013-12-08T18:00:00.000000', u'PHI', u'DET', 14.0)
('2013-12-08T18:00:00.000000', u'PIT', u'MIA', -6.0)
('2013-12-08T18:00:00.000000', u'TB', u'BUF', 21.0)
('2013-12-08T18:00:00.000000', u'WAS', u'KC', -35.0)
('2013-12-08T21:05:00.000000', u'DEN', u'TEN', 23.0)
('2013-12-08T21:25:00.000000', u'ARI', u'LAR', 20.0)
('2013-12-08T21:25:00.000000', u'LAC', u'NYG', 23.0)
('2013-12-08T21:25:00.000000', u'SF', u'SEA', 2.0)
('2013-12-09T01:30:00.000000', u'NO', u'CAR', 18.0)
('2013-12-10T01:40:00.000000', u'CHI', u'DAL', 17.0)
('2013-12-13T01:25:00.000000', u'DEN', u'LAC', -7.0)
('2013-12-15T18:00:00.000000', u'ATL', u'WAS', 1.0)
('2013-12-15T18:00:00.000000', u'CLE', u'CHI', -7.0)
('2013-12-15T18:00:00.000000', u'IND', u'HOU', 22.0)
('2013-12-15T18:00:00.000000', u'JAC', u'BUF', -7.0)
('2013-12-15T18:00:00.000000', u'MIA', u'NE', 4.0)
('2013-12-15T18:00:00.000000', u'MIN', u'PHI', 18.0)
('2013-12-15T18:00:00.000000', u'NYG', u'SEA', -23.0)
('2013-12-15T18:00:00.000000', u'TB', u'SF', -19.0)
('2013-12-15T21:05:00.000000', u'CAR', u'NYJ', 10.0)
('2013-12-15T21:05:00.000000', u'OAK', u'KC', -25.0)
('2013-12-15T21:25:00.000000', u'DAL', u'GB', -1.0)
('2013-12-15T21:25:00.000000', u'LAR', u'NO', 11.0)
('2013-12-15T21:25:00.000000', u'TEN', u'ARI', -3.0)
('2013-12-16T01:30:00.000000', u'PIT', u'CIN', 10.0)
('2013-12-17T01:40:00.000000', u'DET', u'BAL', -2.0)
('2013-12-22T18:00:00.000000', u'BUF', u'MIA', 19.0)
('2013-12-22T18:00:00.000000', u'CAR', u'NO', 4.0)
('2013-12-22T18:00:00.000000', u'CIN', u'MIN', 28.0)
('2013-12-22T18:00:00.000000', u'HOU', u'DEN', -24.0)
('2013-12-22T18:00:00.000000', u'JAC', u'TEN', -4.0)
('2013-12-22T18:00:00.000000', u'KC', u'IND', -16.0)
('2013-12-22T18:00:00.000000', u'LAR', u'TB', 10.0)
('2013-12-22T18:00:00.000000', u'NYJ', u'CLE', 11.0)
('2013-12-22T18:00:00.000000', u'WAS', u'DAL', -1.0)
('2013-12-22T21:05:00.000000', u'DET', u'NYG', -3.0)
('2013-12-22T21:05:00.000000', u'SEA', u'ARI', -7.0)
('2013-12-22T21:25:00.000000', u'BAL', u'NE', -34.0)
('2013-12-22T21:25:00.000000', u'GB', u'PIT', -7.0)
('2013-12-22T21:25:00.000000', u'LAC', u'OAK', 13.0)
('2013-12-23T01:30:00.000000', u'PHI', u'CHI', 43.0)
('2013-12-24T01:40:00.000000', u'SF', u'ATL', 10.0)
('2013-12-29T18:00:00.000000', u'ATL', u'CAR', -1.0)
('2013-12-29T18:00:00.000000', u'CIN', u'BAL', 17.0)
('2013-12-29T18:00:00.000000', u'IND', u'JAC', 20.0)
('2013-12-29T18:00:00.000000', u'MIA', u'NYJ', -13.0)
('2013-12-29T18:00:00.000000', u'MIN', u'DET', 1.0)
('2013-12-29T18:00:00.000000', u'NYG', u'WAS', 14.0)
('2013-12-29T18:00:00.000000', u'PIT', u'CLE', 13.0)
('2013-12-29T18:00:00.000000', u'TEN', u'HOU', 6.0)
('2013-12-29T21:25:00.000000', u'ARI', u'SF', -3.0)
('2013-12-29T21:25:00.000000', u'CHI', u'GB', -5.0)
('2013-12-29T21:25:00.000000', u'LAC', u'KC', 3.0)
('2013-12-29T21:25:00.000000', u'NE', u'BUF', 14.0)
('2013-12-29T21:25:00.000000', u'NO', u'TB', 25.0)
('2013-12-29T21:25:00.000000', u'OAK', u'DEN', -20.0)
('2013-12-29T21:25:00.000000', u'SEA', u'LAR', 18.0)
('2013-12-30T01:30:00.000000', u'DAL', u'PHI', -2.0)
('2014-09-05T00:30:00.000000', u'SEA', u'GB', 20.0)
('2014-09-07T17:00:00.000000', u'ATL', u'NO', 3.0)
('2014-09-07T17:00:00.000000', u'BAL', u'CIN', -7.0)
('2014-09-07T17:00:00.000000', u'CHI', u'BUF', -3.0)
('2014-09-07T17:00:00.000000', u'HOU', u'WAS', 11.0)
('2014-09-07T17:00:00.000000', u'KC', u'TEN', -16.0)
('2014-09-07T17:00:00.000000', u'LAR', u'MIN', -28.0)
('2014-09-07T17:00:00.000000', u'MIA', u'NE', 13.0)
('2014-09-07T17:00:00.000000', u'NYJ', u'OAK', 5.0)
('2014-09-07T17:00:00.000000', u'PHI', u'JAC', 17.0)
('2014-09-07T17:00:00.000000', u'PIT', u'CLE', 3.0)
('2014-09-07T20:25:00.000000', u'DAL', u'SF', -11.0)
('2014-09-07T20:25:00.000000', u'TB', u'CAR', -6.0)
('2014-09-08T00:30:00.000000', u'DEN', u'IND', 7.0)
('2014-09-08T23:10:00.000000', u'DET', u'NYG', 21.0)
('2014-09-09T02:20:00.000000', u'ARI', u'LAC', 1.0)
('2014-09-12T00:25:00.000000', u'BAL', u'PIT', 20.0)
('2014-09-14T17:00:00.000000', u'BUF', u'MIA', 19.0)
('2014-09-14T17:00:00.000000', u'CAR', u'DET', 17.0)
('2014-09-14T17:00:00.000000', u'CIN', u'ATL', 14.0)
('2014-09-14T17:00:00.000000', u'CLE', u'NO', 2.0)
('2014-09-14T17:00:00.000000', u'MIN', u'NE', -23.0)
('2014-09-14T17:00:00.000000', u'NYG', u'ARI', -11.0)
('2014-09-14T17:00:00.000000', u'TEN', u'DAL', -16.0)
('2014-09-14T17:00:00.000000', u'WAS', u'JAC', 31.0)
('2014-09-14T20:05:00.000000', u'LAC', u'SEA', 9.0)
('2014-09-14T20:05:00.000000', u'TB', u'LAR', -2.0)
('2014-09-14T20:25:00.000000', u'DEN', u'KC', 7.0)
('2014-09-14T20:25:00.000000', u'GB', u'NYJ', 7.0)
('2014-09-14T20:25:00.000000', u'OAK', u'HOU', -16.0)
('2014-09-15T00:30:00.000000', u'SF', u'CHI', -8.0)
('2014-09-16T00:30:00.000000', u'IND', u'PHI', -3.0)
('2014-09-19T00:25:00.000000', u'ATL', u'TB', 42.0)
('2014-09-21T17:00:00.000000', u'BUF', u'LAC', -12.0)
('2014-09-21T17:00:00.000000', u'CIN', u'TEN', 26.0)
('2014-09-21T17:00:00.000000', u'CLE', u'BAL', -2.0)
('2014-09-21T17:00:00.000000', u'DET', u'GB', 12.0)
('2014-09-21T17:00:00.000000', u'JAC', u'IND', -27.0)
('2014-09-21T17:00:00.000000', u'LAR', u'DAL', -3.0)
('2014-09-21T17:00:00.000000', u'NE', u'OAK', 7.0)
('2014-09-21T17:00:00.000000', u'NO', u'MIN', 11.0)
('2014-09-21T17:00:00.000000', u'NYG', u'HOU', 13.0)
('2014-09-21T17:00:00.000000', u'PHI', u'WAS', 3.0)
('2014-09-21T20:05:00.000000', u'ARI', u'SF', 9.0)
('2014-09-21T20:25:00.000000', u'MIA', u'KC', -19.0)
('2014-09-21T20:25:00.000000', u'SEA', u'DEN', 6.0)
('2014-09-22T00:30:00.000000', u'CAR', u'PIT', -18.0)
('2014-09-23T00:30:00.000000', u'NYJ', u'CHI', -8.0)
('2014-09-26T00:25:00.000000', u'WAS', u'NYG', -31.0)
('2014-09-28T17:00:00.000000', u'BAL', u'CAR', 28.0)
('2014-09-28T17:00:00.000000', u'CHI', u'GB', -21.0)
('2014-09-28T17:00:00.000000', u'HOU', u'BUF', 6.0)
('2014-09-28T17:00:00.000000', u'IND', u'TEN', 24.0)
('2014-09-28T17:00:00.000000', u'NYJ', u'DET', -7.0)
('2014-09-28T17:00:00.000000', u'OAK', u'MIA', -24.0)
('2014-09-28T17:00:00.000000', u'PIT', u'TB', -3.0)
('2014-09-28T20:05:00.000000', u'LAC', u'JAC', 19.0)
('2014-09-28T20:25:00.000000', u'MIN', u'ATL', 13.0)
('2014-09-28T20:25:00.000000', u'SF', u'PHI', 5.0)
('2014-09-29T00:30:00.000000', u'DAL', u'NO', 21.0)
('2014-09-30T00:30:00.000000', u'KC', u'NE', 27.0)
('2014-10-03T00:25:00.000000', u'GB', u'MIN', 32.0)
('2014-10-05T17:00:00.000000', u'CAR', u'CHI', 7.0)
('2014-10-05T17:00:00.000000', u'DAL', u'HOU', 3.0)
('2014-10-05T17:00:00.000000', u'DET', u'BUF', -3.0)
('2014-10-05T17:00:00.000000', u'IND', u'BAL', 7.0)
('2014-10-05T17:00:00.000000', u'JAC', u'PIT', -8.0)
('2014-10-05T17:00:00.000000', u'NO', u'TB', 6.0)
('2014-10-05T17:00:00.000000', u'NYG', u'ATL', 10.0)
('2014-10-05T17:00:00.000000', u'PHI', u'LAR', 6.0)
('2014-10-05T17:00:00.000000', u'TEN', u'CLE', -1.0)
('2014-10-05T20:05:00.000000', u'DEN', u'ARI', 21.0)
('2014-10-05T20:25:00.000000', u'LAC', u'NYJ', 31.0)
('2014-10-05T20:25:00.000000', u'SF', u'KC', 5.0)
('2014-10-06T00:30:00.000000', u'NE', u'CIN', 26.0)
('2014-10-07T00:30:00.000000', u'WAS', u'SEA', -10.0)
('2014-10-10T00:25:00.000000', u'HOU', u'IND', -5.0)
('2014-10-12T17:00:00.000000', u'BUF', u'NE', -15.0)
('2014-10-12T17:00:00.000000', u'CIN', u'CAR', 0.0)
('2014-10-12T17:00:00.000000', u'CLE', u'PIT', 21.0)
('2014-10-12T17:00:00.000000', u'MIA', u'GB', -3.0)
('2014-10-12T17:00:00.000000', u'MIN', u'DET', -14.0)
('2014-10-12T17:00:00.000000', u'NYJ', u'DEN', -14.0)
('2014-10-12T17:00:00.000000', u'TB', u'BAL', -31.0)
('2014-10-12T17:00:00.000000', u'TEN', u'JAC', 2.0)
('2014-10-12T20:05:00.000000', u'OAK', u'LAC', -3.0)
('2014-10-12T20:25:00.000000', u'ARI', u'WAS', 10.0)
('2014-10-12T20:25:00.000000', u'ATL', u'CHI', -14.0)
('2014-10-12T20:25:00.000000', u'SEA', u'DAL', -7.0)
('2014-10-13T00:30:00.000000', u'PHI', u'NYG', 27.0)
('2014-10-14T00:30:00.000000', u'LAR', u'SF', -14.0)
('2014-10-17T00:25:00.000000', u'NE', u'NYJ', 2.0)
('2014-10-19T17:00:00.000000', u'BAL', u'ATL', 22.0)
('2014-10-19T17:00:00.000000', u'BUF', u'MIN', 1.0)
('2014-10-19T17:00:00.000000', u'CHI', u'MIA', -13.0)
('2014-10-19T17:00:00.000000', u'DET', u'NO', 1.0)
('2014-10-19T17:00:00.000000', u'GB', u'CAR', 21.0)
('2014-10-19T17:00:00.000000', u'IND', u'CIN', 27.0)
('2014-10-19T17:00:00.000000', u'JAC', u'CLE', 18.0)
('2014-10-19T17:00:00.000000', u'LAR', u'SEA', 2.0)
('2014-10-19T17:00:00.000000', u'WAS', u'TEN', 2.0)
('2014-10-19T20:05:00.000000', u'LAC', u'KC', -3.0)
('2014-10-19T20:25:00.000000', u'DAL', u'NYG', 10.0)
('2014-10-19T20:25:00.000000', u'OAK', u'ARI', -11.0)
('2014-10-20T00:30:00.000000', u'DEN', u'SF', 25.0)
('2014-10-21T00:30:00.000000', u'PIT', u'HOU', 7.0)
('2014-10-24T00:25:00.000000', u'DEN', u'LAC', 14.0)
('2014-10-26T17:00:00.000000', u'CAR', u'SEA', -4.0)
('2014-10-26T17:00:00.000000', u'CIN', u'BAL', 3.0)
('2014-10-26T17:00:00.000000', u'JAC', u'MIA', -14.0)
('2014-10-26T17:00:00.000000', u'KC', u'LAR', 27.0)
('2014-10-26T17:00:00.000000', u'NE', u'CHI', 28.0)
('2014-10-26T17:00:00.000000', u'NYJ', u'BUF', -20.0)
('2014-10-26T17:00:00.000000', u'TB', u'MIN', -6.0)
('2014-10-26T17:00:00.000000', u'TEN', u'HOU', -14.0)
('2014-10-26T20:05:00.000000', u'ARI', u'PHI', 4.0)
('2014-10-26T20:25:00.000000', u'CLE', u'OAK', 10.0)
('2014-10-26T20:25:00.000000', u'PIT', u'IND', 17.0)
('2014-10-27T00:30:00.000000', u'NO', u'GB', 21.0)
('2014-10-27T01:30:00.000000', u'ATL', u'DET', -1.0)
('2014-10-28T00:30:00.000000', u'DAL', u'WAS', -3.0)
('2014-10-31T00:25:00.000000', u'CAR', u'NO', -18.0)
('2014-11-02T18:00:00.000000', u'CIN', u'JAC', 10.0)
('2014-11-02T18:00:00.000000', u'CLE', u'TB', 5.0)
('2014-11-02T18:00:00.000000', u'DAL', u'ARI', -11.0)
('2014-11-02T18:00:00.000000', u'HOU', u'PHI', -10.0)
('2014-11-02T18:00:00.000000', u'KC', u'NYJ', 14.0)
('2014-11-02T18:00:00.000000', u'MIA', u'LAC', 37.0)
('2014-11-02T18:00:00.000000', u'MIN', u'WAS', 3.0)
('2014-11-02T21:05:00.000000', u'SF', u'LAR', -3.0)
('2014-11-02T21:25:00.000000', u'NE', u'DEN', 22.0)
('2014-11-02T21:25:00.000000', u'SEA', u'OAK', 6.0)
('2014-11-03T01:30:00.000000', u'PIT', u'BAL', 20.0)
('2014-11-04T01:30:00.000000', u'NYG', u'IND', -16.0)
('2014-11-07T01:25:00.000000', u'CIN', u'CLE', -21.0)
('2014-11-09T18:00:00.000000', u'BAL', u'TEN', 14.0)
('2014-11-09T18:00:00.000000', u'BUF', u'KC', -4.0)
('2014-11-09T18:00:00.000000', u'DET', u'MIA', 4.0)
('2014-11-09T18:00:00.000000', u'JAC', u'DAL', -14.0)
('2014-11-09T18:00:00.000000', u'NO', u'SF', -3.0)
('2014-11-09T18:00:00.000000', u'NYJ', u'PIT', 7.0)
('2014-11-09T18:00:00.000000', u'TB', u'ATL', -10.0)
('2014-11-09T21:05:00.000000', u'OAK', u'DEN', -24.0)
('2014-11-09T21:25:00.000000', u'ARI', u'LAR', 17.0)
('2014-11-09T21:25:00.000000', u'SEA', u'NYG', 21.0)
('2014-11-10T01:30:00.000000', u'GB', u'CHI', 41.0)
('2014-11-11T01:30:00.000000', u'PHI', u'CAR', 24.0)
('2014-11-14T01:25:00.000000', u'MIA', u'BUF', 13.0)
('2014-11-16T18:00:00.000000', u'CAR', u'ATL', -2.0)
('2014-11-16T18:00:00.000000', u'CHI', u'MIN', 8.0)
('2014-11-16T18:00:00.000000', u'CLE', u'HOU', -16.0)
('2014-11-16T18:00:00.000000', u'KC', u'SEA', 4.0)
('2014-11-16T18:00:00.000000', u'LAR', u'DEN', 15.0)
('2014-11-16T18:00:00.000000', u'NO', u'CIN', -17.0)
('2014-11-16T18:00:00.000000', u'NYG', u'SF', -6.0)
('2014-11-16T18:00:00.000000', u'WAS', u'TB', -20.0)
('2014-11-16T21:05:00.000000', u'LAC', u'OAK', 7.0)
('2014-11-16T21:25:00.000000', u'ARI', u'DET', 8.0)
('2014-11-16T21:25:00.000000', u'GB', u'PHI', 33.0)
('2014-11-17T01:30:00.000000', u'IND', u'NE', -22.0)
('2014-11-18T01:30:00.000000', u'TEN', u'PIT', -3.0)
('2014-11-21T01:25:00.000000', u'OAK', u'KC', 4.0)
('2014-11-23T18:00:00.000000', u'ATL', u'CLE', -2.0)
('2014-11-23T18:00:00.000000', u'CHI', u'TB', 8.0)
('2014-11-23T18:00:00.000000', u'HOU', u'CIN', -9.0)
('2014-11-23T18:00:00.000000', u'IND', u'JAC', 20.0)
('2014-11-23T18:00:00.000000', u'MIN', u'GB', -3.0)
('2014-11-23T18:00:00.000000', u'NE', u'DET', 25.0)
('2014-11-23T18:00:00.000000', u'PHI', u'TEN', 19.0)
('2014-11-23T21:05:00.000000', u'LAC', u'LAR', 3.0)
('2014-11-23T21:05:00.000000', u'SEA', u'ARI', 16.0)
('2014-11-23T21:25:00.000000', u'DEN', u'MIA', 3.0)
('2014-11-23T21:25:00.000000', u'SF', u'WAS', 4.0)
('2014-11-24T00:00:00.000000', u'BUF', u'NYJ', 35.0)
('2014-11-24T01:30:00.000000', u'NYG', u'DAL', -3.0)
('2014-11-25T01:30:00.000000', u'NO', u'BAL', -7.0)
('2014-11-27T17:30:00.000000', u'DET', u'CHI', 17.0)
('2014-11-27T21:30:00.000000', u'DAL', u'PHI', -23.0)
('2014-11-28T01:30:00.000000', u'SF', u'SEA', -16.0)
('2014-11-30T18:00:00.000000', u'BAL', u'LAC', -1.0)
('2014-11-30T18:00:00.000000', u'BUF', u'CLE', 16.0)
('2014-11-30T18:00:00.000000', u'HOU', u'TEN', 24.0)
('2014-11-30T18:00:00.000000', u'IND', u'WAS', 22.0)
('2014-11-30T18:00:00.000000', u'JAC', u'NYG', 1.0)
('2014-11-30T18:00:00.000000', u'LAR', u'OAK', 52.0)
('2014-11-30T18:00:00.000000', u'MIN', u'CAR', 18.0)
('2014-11-30T18:00:00.000000', u'PIT', u'NO', -3.0)
('2014-11-30T18:00:00.000000', u'TB', u'CIN', -1.0)
('2014-11-30T21:05:00.000000', u'ATL', u'ARI', 11.0)
('2014-11-30T21:25:00.000000', u'GB', u'NE', 5.0)
('2014-12-01T01:30:00.000000', u'KC', u'DEN', -13.0)
('2014-12-02T01:30:00.000000', u'NYJ', u'MIA', -3.0)
('2014-12-05T01:25:00.000000', u'CHI', u'DAL', -13.0)
('2014-12-07T18:00:00.000000', u'CIN', u'PIT', -21.0)
('2014-12-07T18:00:00.000000', u'CLE', u'IND', -1.0)
('2014-12-07T18:00:00.000000', u'DET', u'TB', 17.0)
('2014-12-07T18:00:00.000000', u'JAC', u'HOU', -14.0)
('2014-12-07T18:00:00.000000', u'MIA', u'BAL', -15.0)
('2014-12-07T18:00:00.000000', u'MIN', u'NYJ', 6.0)
('2014-12-07T18:00:00.000000', u'NO', u'CAR', -31.0)
('2014-12-07T18:00:00.000000', u'TEN', u'NYG', -29.0)
('2014-12-07T18:00:00.000000', u'WAS', u'LAR', -24.0)
('2014-12-07T21:05:00.000000', u'ARI', u'KC', 3.0)
('2014-12-07T21:05:00.000000', u'DEN', u'BUF', 7.0)
('2014-12-07T21:25:00.000000', u'OAK', u'SF', 11.0)
('2014-12-07T21:25:00.000000', u'PHI', u'SEA', -10.0)
('2014-12-08T01:30:00.000000', u'LAC', u'NE', -9.0)
('2014-12-09T01:30:00.000000', u'GB', u'ATL', 6.0)
('2014-12-12T01:25:00.000000', u'LAR', u'ARI', -6.0)
('2014-12-14T18:00:00.000000', u'ATL', u'PIT', -7.0)
('2014-12-14T18:00:00.000000', u'BAL', u'JAC', 8.0)
('2014-12-14T18:00:00.000000', u'BUF', u'GB', 8.0)
('2014-12-14T18:00:00.000000', u'CAR', u'TB', 2.0)
('2014-12-14T18:00:00.000000', u'CLE', u'CIN', -30.0)
('2014-12-14T18:00:00.000000', u'IND', u'HOU', 7.0)
('2014-12-14T18:00:00.000000', u'KC', u'OAK', 18.0)
('2014-12-14T18:00:00.000000', u'NE', u'MIA', 28.0)
('2014-12-14T18:00:00.000000', u'NYG', u'WAS', 11.0)
('2014-12-14T21:05:00.000000', u'LAC', u'DEN', -12.0)
('2014-12-14T21:05:00.000000', u'TEN', u'NYJ', -5.0)
('2014-12-14T21:25:00.000000', u'DET', u'MIN', 2.0)
('2014-12-14T21:25:00.000000', u'SEA', u'SF', 10.0)
('2014-12-15T01:30:00.000000', u'PHI', u'DAL', -11.0)
('2014-12-16T01:30:00.000000', u'CHI', u'NO', -16.0)
('2014-12-19T01:25:00.000000', u'JAC', u'TEN', 8.0)
('2014-12-20T21:30:00.000000', u'WAS', u'PHI', 3.0)
('2014-12-21T01:25:00.000000', u'SF', u'LAC', -3.0)
('2014-12-21T18:00:00.000000', u'CAR', u'CLE', 4.0)
('2014-12-21T18:00:00.000000', u'CHI', u'DET', -6.0)
('2014-12-21T18:00:00.000000', u'HOU', u'BAL', 12.0)
('2014-12-21T18:00:00.000000', u'MIA', u'MIN', 2.0)
('2014-12-21T18:00:00.000000', u'NO', u'ATL', -16.0)
('2014-12-21T18:00:00.000000', u'NYJ', u'NE', -1.0)
('2014-12-21T18:00:00.000000', u'PIT', u'KC', 8.0)
('2014-12-21T18:00:00.000000', u'TB', u'GB', -17.0)
('2014-12-21T21:05:00.000000', u'LAR', u'NYG', -10.0)
('2014-12-21T21:25:00.000000', u'DAL', u'IND', 35.0)
('2014-12-21T21:25:00.000000', u'OAK', u'BUF', 2.0)
('2014-12-22T01:30:00.000000', u'ARI', u'SEA', -29.0)
('2014-12-23T01:30:00.000000', u'CIN', u'DEN', 9.0)
('2014-12-28T18:00:00.000000', u'BAL', u'CLE', 10.0)
('2014-12-28T18:00:00.000000', u'HOU', u'JAC', 6.0)
('2014-12-28T18:00:00.000000', u'KC', u'LAC', 12.0)
('2014-12-28T18:00:00.000000', u'MIA', u'NYJ', -13.0)
('2014-12-28T18:00:00.000000', u'MIN', u'CHI', 4.0)
('2014-12-28T18:00:00.000000', u'NE', u'BUF', -8.0)
('2014-12-28T18:00:00.000000', u'NYG', u'PHI', -8.0)
('2014-12-28T18:00:00.000000', u'TB', u'NO', -3.0)
('2014-12-28T18:00:00.000000', u'TEN', u'IND', -17.0)
('2014-12-28T18:00:00.000000', u'WAS', u'DAL', -27.0)
('2014-12-28T21:25:00.000000', u'ATL', u'CAR', -31.0)
('2014-12-28T21:25:00.000000', u'DEN', u'OAK', 33.0)
('2014-12-28T21:25:00.000000', u'GB', u'DET', 10.0)
('2014-12-28T21:25:00.000000', u'SEA', u'LAR', 14.0)
('2014-12-28T21:25:00.000000', u'SF', u'ARI', 3.0)
('2014-12-29T01:30:00.000000', u'PIT', u'CIN', 10.0)
('2015-09-11T00:30:00.000000', u'NE', u'PIT', 7.0)
('2015-09-13T17:00:00.000000', u'BUF', u'IND', 13.0)
('2015-09-13T17:00:00.000000', u'CHI', u'GB', -8.0)
('2015-09-13T17:00:00.000000', u'HOU', u'KC', -7.0)
('2015-09-13T17:00:00.000000', u'JAC', u'CAR', -11.0)
('2015-09-13T17:00:00.000000', u'LAR', u'SEA', 3.0)
('2015-09-13T17:00:00.000000', u'NYJ', u'CLE', 21.0)
('2015-09-13T17:00:00.000000', u'WAS', u'MIA', -7.0)
('2015-09-13T20:05:00.000000', u'ARI', u'NO', 12.0)
('2015-09-13T20:05:00.000000', u'LAC', u'DET', 5.0)
('2015-09-13T20:25:00.000000', u'DEN', u'BAL', 6.0)
('2015-09-13T20:25:00.000000', u'OAK', u'CIN', -20.0)
('2015-09-13T20:25:00.000000', u'TB', u'TEN', -28.0)
('2015-09-14T00:30:00.000000', u'DAL', u'NYG', 1.0)
('2015-09-14T23:10:00.000000', u'ATL', u'PHI', 2.0)
('2015-09-15T02:20:00.000000', u'SF', u'MIN', 17.0)
('2015-09-18T00:25:00.000000', u'KC', u'DEN', -7.0)
('2015-09-20T17:00:00.000000', u'BUF', u'NE', -8.0)
('2015-09-20T17:00:00.000000', u'CAR', u'HOU', 7.0)
('2015-09-20T17:00:00.000000', u'CHI', u'ARI', -25.0)
('2015-09-20T17:00:00.000000', u'CIN', u'LAC', 5.0)
('2015-09-20T17:00:00.000000', u'CLE', u'TEN', 14.0)
('2015-09-20T17:00:00.000000', u'MIN', u'DET', 10.0)
('2015-09-20T17:00:00.000000', u'NO', u'TB', -7.0)
('2015-09-20T17:00:00.000000', u'NYG', u'ATL', -4.0)
('2015-09-20T17:00:00.000000', u'PIT', u'SF', 25.0)
('2015-09-20T17:00:00.000000', u'WAS', u'LAR', 14.0)
('2015-09-20T20:05:00.000000', u'JAC', u'MIA', 3.0)
('2015-09-20T20:05:00.000000', u'OAK', u'BAL', 4.0)
('2015-09-20T20:25:00.000000', u'PHI', u'DAL', -10.0)
('2015-09-21T00:30:00.000000', u'GB', u'SEA', 10.0)
('2015-09-22T00:30:00.000000', u'IND', u'NYJ', -13.0)
('2015-09-25T00:25:00.000000', u'NYG', u'WAS', 11.0)
('2015-09-27T17:00:00.000000', u'BAL', u'CIN', -4.0)
('2015-09-27T17:00:00.000000', u'CAR', u'NO', 5.0)
('2015-09-27T17:00:00.000000', u'CLE', u'OAK', -7.0)
('2015-09-27T17:00:00.000000', u'DAL', u'ATL', -11.0)
('2015-09-27T17:00:00.000000', u'HOU', u'TB', 10.0)
('2015-09-27T17:00:00.000000', u'LAR', u'PIT', -6.0)
('2015-09-27T17:00:00.000000', u'MIN', u'LAC', 17.0)
('2015-09-27T17:00:00.000000', u'NE', u'JAC', 34.0)
('2015-09-27T17:00:00.000000', u'NYJ', u'PHI', -7.0)
('2015-09-27T17:00:00.000000', u'TEN', u'IND', -2.0)
('2015-09-27T20:05:00.000000', u'ARI', u'SF', 40.0)
('2015-09-27T20:25:00.000000', u'MIA', u'BUF', -27.0)
('2015-09-27T20:25:00.000000', u'SEA', u'CHI', 26.0)
('2015-09-28T00:30:00.000000', u'DET', u'DEN', -12.0)
('2015-09-29T00:30:00.000000', u'GB', u'KC', 10.0)
('2015-10-02T00:25:00.000000', u'PIT', u'BAL', -3.0)
('2015-10-04T13:30:00.000000', u'MIA', u'NYJ', -13.0)
('2015-10-04T17:00:00.000000', u'ATL', u'HOU', 27.0)
('2015-10-04T17:00:00.000000', u'BUF', u'NYG', -14.0)
('2015-10-04T17:00:00.000000', u'CHI', u'OAK', 2.0)
('2015-10-04T17:00:00.000000', u'CIN', u'KC', 15.0)
('2015-10-04T17:00:00.000000', u'IND', u'JAC', 3.0)
('2015-10-04T17:00:00.000000', u'TB', u'CAR', -14.0)
('2015-10-04T17:00:00.000000', u'WAS', u'PHI', 3.0)
('2015-10-04T20:05:00.000000', u'LAC', u'CLE', 3.0)
('2015-10-04T20:25:00.000000', u'ARI', u'LAR', -2.0)
('2015-10-04T20:25:00.000000', u'DEN', u'MIN', 3.0)
('2015-10-04T20:25:00.000000', u'SF', u'GB', -14.0)
('2015-10-05T00:30:00.000000', u'NO', u'DAL', 6.0)
('2015-10-06T00:30:00.000000', u'SEA', u'DET', 3.0)
('2015-10-09T00:25:00.000000', u'HOU', u'IND', -7.0)
('2015-10-11T17:00:00.000000', u'ATL', u'WAS', 6.0)
('2015-10-11T17:00:00.000000', u'BAL', u'CLE', -3.0)
('2015-10-11T17:00:00.000000', u'CIN', u'SEA', 3.0)
('2015-10-11T17:00:00.000000', u'GB', u'LAR', 14.0)
('2015-10-11T17:00:00.000000', u'KC', u'CHI', -1.0)
('2015-10-11T17:00:00.000000', u'PHI', u'NO', 22.0)
('2015-10-11T17:00:00.000000', u'TB', u'JAC', 7.0)
('2015-10-11T17:00:00.000000', u'TEN', u'BUF', -1.0)
('2015-10-11T20:05:00.000000', u'DET', u'ARI', -25.0)
('2015-10-11T20:25:00.000000', u'DAL', u'NE', -24.0)
('2015-10-11T20:25:00.000000', u'OAK', u'DEN', -6.0)
('2015-10-12T00:30:00.000000', u'NYG', u'SF', 3.0)
('2015-10-13T00:30:00.000000', u'LAC', u'PIT', -4.0)
('2015-10-16T00:25:00.000000', u'NO', u'ATL', 10.0)
('2015-10-18T17:00:00.000000', u'BUF', u'CIN', -13.0)
